,LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,Lat,Long
306,LB-99836,A & C NEWBURY STREET,TRATTORIA NEWBURY,(1) MALT AND WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. (2) NO BAR. (3) PATIO TO CLOSE AT 10:00 PM. (4)TRASH TO BE COMPACTED AND STORED INSIDE AND PUT OUT NO MORE THAN ONE HOUR BEFORE COLLECTION IN RODENT-PROOF CONTAINERS. (5)DELIVERIES TO OCCUR BETWEEN 7:00 A.M. AND 11:00 P.M. AND NOT BETWEEN THE HOURS OF 8:00 A.M. AND 10:00 A.M. NOR BETWEEN THE HOURS OF 4:00 P.M. AND 6:00 P.M. (6) ALL SIGNAGE AND EXTERIOR CHANGES TO COMPLY WITH ZONING REQUIREMENTS AND TO BE APPROVED BY THE BACK BAY ARCHITECTURAL COMMISSION.,ON ONE FLOOR; SEATING IN FRONT  KITCHEN AND STORAGE IN REAR; AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL - NOVEMBER FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 10:00 A.M. - 10:00 P.M.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,19,A & C NEWBURY STREET,,264.0,,  Newbury ST,Boston,MA,2116,"['42.3492', '-71.08312']",42.3492,-71.08312
307,LB-98946,"BBRG TR, LLC",ABE & LOUIE'S,1. Patio to close at Midnight. 2. No more than forty patrons 3.After 8PM  all alcoholic beverages orders must be accompanied by food.4.Barrier to be set off patio from side- walk.5.All trash   stored in dumpsters.   ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,777-793 Boylston Street; stock in two rooms and one kitchen on the first floor  one room on second floor  and one room in basement level with storage and outdoor patio. CAPACITY; 222 1'ST FLOOR  180 2'ND FLOOR  23 BASEMENT.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,425,"BBRG TR, LLC",,777.0,793.0,  Boylston ST,Boston,MA,2116,"['42.349221', '-71.081588']",42.349221,-71.081588
308,LB-99231,BERTUCCI'S RESTAURANT CORP.,BERTUCCI'S BRICK OVEN RISTORANTE,NONE,IN ONE LARGE ROOM ON GROUND FLOOR; KITCHEN AND STORAGE IN THE REAR WITH ONE SMALL BAR.  533 COMMONWEALTH AVENUE  BOSTON  MA  02215,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,MIDNIGHT,12:30 AM,219,BERTUCCI'S RESTAURANT CORP.,,533.0,,  Commonwealth AV,Boston,MA,2215,"['42.34923', '-71.09661']",42.34923,-71.09661
309,LB-99386,"THE CATERED AFFAIR, INC.",THE CATERED AFFAIR,FOR DETAILS REGARDING CAPACITY SEE ISD CERTIFICATES,BOSTON PUBLIC LIBRARY  IN WHOLE OF SAID BUILDING INCLUDING FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOORS AND COURTYARD WITH ENTRANCE AND EXITS ON DARTMOUTH STREET AND BOYLSTON STREET TO INCLUDE CAFE AND DINING ROOM ON FIRST FLOOR AND FUNCTION ROOMS ON FIRST FLOOR  MEZZANINE  SECOND AND THIRD FLOOR,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,2727,"THE CATERED AFFAIR, INC.",,700.0,,  Boylston ST,Boston,MA,2116,"['42.349231', '-71.078658']",42.349231,-71.078658
310,LB-99391,EIGHT REGIONS LLC,DA VINCI,1.  Outdoor patio to close at 10:00 P.M. 2.  Alcohol to be served only with food on Outdoor Patio,First floor consisting of one dining room with bar  office  storage room  kitchen and prep area; entrance/exit from Columbus Avenue and rear exit to alley; also  seasonal outdoor patio.  Capacity breakdown: 101 inside; 24 outside.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,101,EIGHT REGIONS LLC,,162.0,,  Columbus AV,Boston,MA,2116,"['42.349256', '-71.070608']",42.349256,-71.070608
311,LB-99108,"BITTON, LLC",CAFETERIA,(1) 41 seats basement  40 seats 1st fl  50 seats outdoor. (2) Patio to close at 10:00 P.M. (3) Food to be served with alcoholic beverage orders inside premises. (4) Food to be served with alcoholic beverage orders outside between 6:00 PM to 10:00 PM. (5) Deliveries from 9:00AM-10:00 AM.,"REAR ENTRANCES FOR STOCK; TWO ROOMS  BAR AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK WITH OUTDOOR PATIO.( MANAGEMENT SERVICES AGREEMENT BETWEEN BITTON  LLC AS LICENSEE AND CAFETERIA  BOSTON  LLC DOING BUSINESS AS ""CAFETERIA BOSTON"" APPROVED BY BLB AND ABCC.)  Capacity breakdown: basement - 41; 1st",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,81,"BITTON, LLC",,,, Newbury St,Boston,MA,2115,"['42.34927', '-71.08441']",42.34927,-71.08441
312,LB-99687,Wabora Newton LLC,WABORA SUSHI,PATIO CONDITIONS: 1.) ALCOHOL TO BE SERVED AT PATIO TABLES ONLY IN CONJUNCTION WITH MEALS. 2.) PATIO CLOSING HOUR 10:00 P.M. 3.) PATIO TO BE STAFFED AT ALL TIMES.,DINING AREA ON THE GROUND LEVEL WITH KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 22 PATRONS.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,43,WABORA NEWTON LLC,(781)504-6130,254.0,,  Newbury ST,Boston,MA,2116,"['42.34931', '-71.08274']",42.34931,-71.08274
313,LB-101647,SEAPORT HOTEL LIMITED PARTNERSHIP,SEAPORT HOTEL,10:00 A.M. ON SUNDAYS FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,IN WHOLE OF SAID BUILDING AND TO EXTEND TO THE WEST BUILDING. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,SEAPORT HOTEL LIMITED PARTNERSHIP,,1.0,, Seaport Ln,Boston,MA,2210,"['42.349316', '-71.041743']",42.349316,-71.041743
314,LB-99511,"PHANPHIT, INC.",BANGKOK BISTRO,1. No bar on premises. 2. No service of beer and wine after 11:00 P.M. 3. Service of wine and malt products to be at tables only in conjuction with the service of food.,In one room with kitchen and storage in the back. Entrance/Exits in the front and back with no basement.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,1:00 AM,1:30 AM,19,"PHANPHIT, INC.",,433.0,,  Washington ST,Brighton,MA,2135,"['42.349345', '-71.156794']",42.349345,-71.156794
315,LB-98945,"BBRG TR, LLC",ATLANTIC FISH COMPANY,ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN ONE ROOM ON GROUND FLOOR WITH KITCHEN  ENTRANCE ON BOYLSTON STREET AND EMERGENCY EXIT IN ALLEY IN REAR; IN ONE ROOM  KITCHEN  STORAGE AND OFFICE IN BASEMENT   TO INCLUDE AN OUTDOOR SEASONAL PATIO  BETWEEN THE HOURS OF 8:00 A.M - MIDNIGHT. CAPACITY BASEMENT 22  1'ST FLOOR 173  PATIO 23.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,195,"BBRG TR, LLC",,761.0,,  Boylston ST,Boston,MA,2116,"['42.34935', '-71.08121']",42.34935,-71.08121
316,LB-99585,THE PAINT BAR LLC,THE PAINT BAR,NONE,IN ONE ROOM ON GROUND FLOOR WITH ENTRANCE ON NEWBURY STREET AND EMERGENCY EXIT TO ALLEY IN REAR; OUTDOOR SEATING FOR 12 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.  (CAPACITY BREAKDOWN: 49 PERSONS TOTAL: 37 INSIDE & 12 OUTSIDE SEATING),11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,37,THE PAINT BAR LLC,,248.0,,  Newbury ST,Boston,MA,2116,"['42.34936', '-71.08253']",42.34936,-71.08253
317,LB-99411,"BNV 4, INC.",FORUM,1. Alcohol to be served only in conjunction with food orders from the menu at all tables  seats  indoors and outdoors.  2. Food shall be available at the 1st floor and 2nd floor bars at all times.,On three floors; basement with offices and storage with three exits; first floor contains brewery  seating bar  restrooms  front entrance and rear exit; second floor seating  kitchen  bar  restrooms  three exits to first floor and outdoor patio seating.  CAPACITY BREAKDOWN: 1ST FL - 41 @ STOOLS  54,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,312,"BNV 4, INC.",,755.0,,  Boylston ST,Boston,MA,2116,"['42.34938', '-71.0811']",42.34938,-71.0811
318,LB-99784,"PABLA BROS., INC.",KASHMIR INDIAN RESTAURANT,1.) MALT AND WINE AND LIQUEURS SERVED IN CONJUNCTION WITH FOOD.  2.) NO BAR. 3.) ALL GARBAGE AND TRASH TO BE STORED IN LOCKED  RODENT PROOF CONTAINERS AND PUT OUT NO MORE THAN 30 MINUTES BEFORE COLLECTION.  4.) DELIVERY VEHICLES MAY NOT PARK OR STOP IN ALLEY.,279 NEWBURY STREET IN ONE DINING ROOM STORAGE ROOM AND KITCHEN IN THE BASEMENT; SEASONAL PATIO WITH 50 PATRONS ON THE STREET LEVEL.,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,76,"PABLA BROS., INC.",,279.0,,  Newbury ST,Boston,MA,2116,"['42.34938', '-71.084014']",42.34938,-71.084014
319,LB-99388,"WATER DRAGON, LLC",BLUE DRAGON,PATIO CLOSING: 10:00 P.M. SUNDAY - WEDNESDAY  11:00 P.M. THURSDAY - SATURDAY.,A ONE STORY BUILDING LOCATED AT THE CORNER OF A STREET AND MELCHER STREET KNOWN AS 324 A STREET CONSISTING OF 2 090 SQ FT OF FLOOR AREA W/ DINING AREAS  A BAR  SIDEWALK SEATING FOR 16  KITCHEN  TWO BATHROOMS  A BASEMENT AREA FOR STORAGE AND PREP  AND TWO ENTRANCES/EXITS  ONE ON TO/FROM MELCHER STREE,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,99,"WATER DRAGON, LLC",,324.0,, A St,Boston,MA,2210,"['42.349391', '-71.049735']",42.349391,-71.049735
320,LB-98923,"49 MELCHER RESTAURANT GROUP, LLC",BASTILE KITCHEN/CHALET,THE BOARDPERMITS BOTTLE SERVICE.,MAIN ENTRANCE AND EXIT AT 40 MELCHER STREET  WITH TWO ADDITIONAL EXITS ON NECCO COURT.  TWO ROOMS ON THE FIRST FLOOR WITH STORAGE  MAIN ENTRANCE AND EXIT ON MELCHER STREET WITH AN ADDITIONAL EXIT ON NECCO COURT.  ONE ROOM AND KITCHEN WITH OFFICE AND STORAGE ON THE STREET LEVEL WITH MAIN ENTRANCE FRO,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,460,"49 MELCHER RESTAURANT GROUP, LLC",,49.0,,  Melcher ST,Boston,MA,2210,"['42.34942', '-71.05037']",42.34942,-71.05037
321,LB-99102,"MAX BRENNER BOYLSTON, INC.","MAX BRENNER, CHOCOLATE BY THE BALD MAN",PATIO CONDITIONS: 1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  2.) TO BE STAFFED AT ALL TIMES.,ONE LARGE ROOM ON THE FIRST FLOOR; APPROX. 3500 SQUARE FEET.  KITCHEN  OFFICE  STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 24 PATRONS FROM APRIL - OCTOBER BETWEEN THE HOURS OF 10:00 A.M. - 11:00 P.M.  CAPACITY BREAKDOWN: 23 @ BAR STOOLS  28 @ TABLES & CHAIR,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,143,"MAX BRENNER BOYLSTON, INC.",,745.0,, Boylston St,Boston,MA,2116,"['42.349421', '-71.080611']",42.349421,-71.080611
322,LB-99078,"DU FOURS, INC.",CASA ROMERO,No service to patrons on patio after 11:00 P.M.,Basement 30 Gloucester Street; in two rooms of basement rear of 32 Gloucester Street and to include area outdoor patio at rear of 34 Gloucester Street.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,104,"DU FOURS, INC.",,30.0,,  Gloucester ST,Boston,MA,2115,"['42.349444', '-71.084498']",42.349444,-71.084498
323,LB-99241,"UMNV 240A NEWBURY, LLC",,1. Patio close at 10:00 PM Sunday thru Thursday and 11:00 PM Friday thru Saturday. 2. Alc. Bev. served at tables in conjunction with menu items ordered at tables  tables in patio after 7:30PM alcoholic to be served with menu items. 3. Deliveries  Newbury Street. 4. Trash stored inside.,In two rooms first floor; One room and kitchen in basement  Storage area in rear of Dining Room Summer Patio Garden directly in front of 240a and 242 Newbury St.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,0,"UMNV 240A NEWBURY, LLC",(617)331-9295,,, Newbury St,Boston,MA,2116,"['42.34946', '-71.08224']",42.34946,-71.08224
324,LB-98899,J.T.J. CORPORATION,DAISY BUCHANAN'S,1.) SERVICE BAR ONLY ON LOWER LEVEL OF 41 FAIRFIELD STREET WITH SEATING AT TABLES FOR 57 PATRONS.  2.) TRASH TO BE STORED IN RODENT-PROOF CONTAINERS AND PICKED UP ON SITE.,Entrance at 240A Newbury St unnumbered entrance on Fairfield Street  in two rooms (one room for dining and one room for storage) kitchen in basement  separate room for storage to include adjacent property in one room on lower level at 41 Fairfield Street.  CAPACITY BREAKDOWN: ROOM #1 - 153; ROOM #2,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,237,J.T.J. CORPORATION,,,, Newbury St,Boston,MA,2116,"['42.34946', '-71.08224']",42.34946,-71.08224
325,LB-99339,"THE DUGOUT CAFE, INC.",THE DUGOUT,NONE,TWO UNNUMBERED ENTRANCES IN REAR FOR STOCK; IN ONE ROOM,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,96,"THE DUGOUT CAFE, INC.",,722.0,,  Commonwealth AV,Boston,MA,2215,"['42.34957', '-71.10598']",42.34957,-71.10598
326,LB-98950,CLARENDON LIMITED PARTNER,SKIPJACK'S,1.Alcoholic beverages may be served only with a menu item in the dining room and on the outside patio. 2.Outdoor patio to close at 10 PM. 3.Opening hour of 11:30 AM on Sundays. 4.Closing hour of 2:00 AM on Friday and Saturday with a closing hour of 1:00 AM on the evenings of Sunday to Thursday,Etrce at 199 Clarendon St; exit into Lobby area of 500 Bo ston St; 1st. floor-one large dining room with separate partition -Capacity of 191 prs; a partition bar area with & an outside kitchen & stge area in rear 1st. floor outdoor patio located on corner of St. James Ave & Clarendon St capacity of,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,235,CLARENDON LIMITED PARTNER,,199.0,,  Clarendon ST,Boston,MA,2116,"['42.349571', '-71.074268']",42.349571,-71.074268
327,LB-99775,"VIRGINICA, LLC",Row 34,NONE,In one (1) large room with kitchen and storage in rear; entrance on Congress Street with emergency exits to Boston Wharf Road and Congress Street to include an outdoor patio on private property for 48 patrons between the hours of 11:00 a.m. - Midnight.  Adding a service bar to the existing outdoor,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,2:00 AM,2:30 AM,156,Virginica L L C,,381.0,389.0,  Congress ST,Boston,MA,2110,"['42.349586', '-71.047643']",42.349586,-71.047643
328,LB-101665,"NEWBURY GUEST HOUSE, INC.",NEWBURY GUEST HOUSE,1) IN RESTAURANT  PATIO  ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU. 2)CLOSING HOUR OF INTERIOR IS MIDNIGHT; CLOSING HOUR OF PATIO IS10:00 P.M. 3)ALL TRASH AND REFUSE TO BE STORED INSIDE AND REMOVED ONLY AT THE TIME OF COLLECTION WHICH SHALL BE BETWEEN THE HOURS OF 7:00 A.M.- 9:00 P.M. NO TRASH OR REFUSE TO BE STORED IN THE ALLEY  NOR ON SIDEWALK OR EXTERIOR OF THE RESTAURANT. 4) NO LIVE ENTERTAINMENT. HOTEL CONDITIONS:ALCOHOLTO BE SERVED ONLY AS ROOM SERVICEOR IN THE HOTEL RECEPTION AREA TO REGISTERED HOTEL GUESTS.,IN WHOLE OF SAID BUILDING.  INCLUDING APPROXIMATELY 1200 SQUARE FEET OF MAIN FLOOR RESTAURANT SPACE AT 259 NEWBURY STREET WITH ADJACENT OUTDOOR PATIO AT 257 NEWBURY STREET WITH SEATING FOR 22 PATRONS ON PRIVATE PROPERTY WITH A 10:00 P.M. PATIO CLOSING HOUR.  BASEMENT RESTAURANT SPACE AT 261 NEWBURY,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,INNAL,Inn. All Alc.,,2:00 AM,,0,"NEWBURY GUEST HOUSE, INC.",,257.0,261.0,  Newbury ST,Boston,MA,2116,"['42.34966', '-71.08314']",42.34966,-71.08314
329,LB-99143,"ROSA MEXICANO BOSTON, LLC",ROSA MEXICANO,A temporary removable seasonal outdoor patio service bar was approved provided by the Board.,IN ONE (1) LARGE ROOM ON FIRST FLOOR WITH KITCHEN AND STORAGE; ENTRANCE ON SEAPORT BOULEVARD AND WITH OUTDOOR PATIO ON PRIVATE PROPERTY FOR 150 PATRONS.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,296,"ROSA MEXICANO BOSTON, LLC",,155.0,,  Seaport BL,Boston,MA,2210,"['42.34968', '-71.04281']",42.34968,-71.04281
330,LB-161361,"PRANZINI, INC.",PIATTINI,1.) ALCOHOL TO BE SERVED IN CONJUNCTION WITH FOOD ONLY. 2.) PATIO TO BE STAFFED AT ALL TIMES. 3.) 10:P.M. PATIO CLOSING HOUR 4.) 24 SEATS ON THE PATIO. 5.) NO STANDEES EXCEPT FOR CUSTOMERS WAITING FOR A TABLE.,In 2 rooms  Kitchen and storage in the basement  outdoor patio for 24 guests  capacity breakdown - 226 Newbury Street 34 persons inside  12 outside 228 Newbury Street 43 Persons inside  12 Outside.,03/31/2016 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,MIDNIGHT,12:30 PM,77,"PRANZINI, INC.",,226.0,,  Newbury ST,Boston,MA,2116,"['42.34971', '-71.08124']",42.34971,-71.08124
331,LB-99181,S&W OF BOSTON LLC,SMITH AND WOLLENSKY RESTAURANT,CLOSING HOURS: SUNDAY - THURSDAY: 11:30 P.M.  FRIDAY - SATURDAY: 12:30 A.M.  A.) CONDITIONS OF BVNA AGREEMENT INCORPORATED BY REFERENCE.,IN ONE ROOM AND STORAGE IN BASEMENT; TWO ROOMS  MEZZANINE AND KITCHEN ON 1ST FLOOR; 2 ROOMS AND REAR KITCHEN ON 2ND FLOOR; ONE ROOM AND KITCHEN ON 3RD FLOOR; AND 2 ROOMS ON 4TH FLOOR.  Capacity breakdown: 1st fl - 139; 2nd fl - 128; 3rd fl - 48; 4th fl - 113.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,12:30 AM,1:00 AM,434,S&W OF BOSTON LLC,,101.0,,  Arlington ST,Boston,MA,2116,"['42.34972', '-71.070009']",42.34972,-71.070009
332,LB-99776,"MURASAKI, INC.",UMAI JAPANESE RESTAURANT,A.) 11:00 P.M. CLOSING,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,11:00 PM,11:30 PM,32,"MURASAKI, INC.",,224.0,,  Newbury ST,Boston,MA,2116,"['42.34973', '-71.08116']",42.34973,-71.08116
333,LB-99659,"SS INVESTMENTS, INC.",DIRTY WATER DOUGH COMPANY,1.) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS. 2.) NO BAR,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE IN THE REAR.,11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,11:30 PM,MIDNIGHT,49,"SS INVESTMENTS, INC.",,222.0,,  Newbury ST,Boston,MA,2116,"['42.34975', '-71.08108']",42.34975,-71.08108
334,LB-99827,SPACESHIP PICNIC LLC,ASTA,1) CLOSING HOUR FOR 12:00 A.M. FOR SERVICE OF ALCOHOLIC BEVERAGES  AND1:00 A.M. FOR FOOD SERVICE ONLY. 2) ALCOHOL WILL BE SERVED AT TABLES ONLY IN CONJUNCTION WITH MENU FOOD. PATIO CONDITIONS: 1) OPERATING HOURS 11:00 A.M.-10:00 P.M.; 2)LIMITED TO TWO TABLES AND FOUR CHAIRS  TO BE STORED INSIDE DURING PATIO'S NON-OPERATING HOURS; AND 3) NO ALCOHOL TO BE SERVED OR CONSUMED AT OUTDOOR TABLES.,@ 47AB-49AB MASSACHUSETTS AVENUE: IN TWO ROOMS WITH KITCHEN AREA ON 1ST FLOOR; REAR EXIT FOR EMERGENCY AND STOCK; AND CELLAR FOR STOCK.  INCLUDES AN OUTDOOR SEASONAL (APRIL-OCTOBER) PATIO FOR 4 PATRONS.,11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWL,CV7 Malt Wine Liq.,,,1:30 AM,49,SPACESHIP PICNIC LLC,,47.0,,  Massachusetts AV,Boston,MA,2115,"['42.34982', '-71.08927']",42.34982,-71.08927
335,LB-99013,"BOSTON SPEAKEASY, INC.",THE HOPEWELL BAR & KITCHEN,Seasonal patio to be closed by 9:00 PM.,In three rooms  kitchen and stockroom on the first floor with seasonal patio.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,180,"BOSTON SPEAKEASY, INC.",,1277.0,,  Commonwealth AV,Allston,MA,2134,"['42.34982', '-71.13342']",42.34982,-71.13342
336,LB-99584,"TRIANGLE RESTAURANT, LLC",,NONE,On three floors and lower level - Utilities  bathrooms  storage  back of house on Lower Level; Food prep  cooking area  counter seating  take out area  on First Floor; Main kitchen  bathrooms on Second Floor; Dining area  tables and chairs  on Third Floor. 2 Entrances - main entrance and service ent,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MW,CV7 Malt Wine,,MIDNIGHT,12:30 AM,0,"TRIANGLE RESTAURANT, LLC",(617)909-3144,304.0,,  Stuart ST,Boston,MA,2116,"['42.349832', '-71.070578']",42.349832,-71.070578
337,LB-99852,"SOUTH DINER, LLP",SOUTH STREET DINER,1.) 24 HOURS FOR FOOD ONLY  2.) 1:00 A.M. CLOSING ON PATIO,IN ONE ROOM ON THE FIRST FLOOR; KITCHEN AND STORAGE ON THE REAR  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 17 PATRONS BETWEEN THE HOURS OF 10:00 A.M. - 1:00 A.M.  DPW LAND,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7MWR,CV7 Malt Wine Restrict.,,1:00 AM,1:30 AM,39,"SOUTH DINER, LLP",,178.0,,  Kneeland ST,Boston,MA,2111,"['42.349893', '-71.057819']",42.349893,-71.057819
338,LB-99135,"CONEY ISLAND BAR, INC.",CORRIB PUB,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM: 10:00 AM TO NOON.,Side entrance from driveway off Market Street; in one room kitchen and office on first floor; cellar for stock.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,180,"CONEY ISLAND BAR, INC.",,396.0,,  Market ST,Brighton,MA,2135,"['42.3499', '-71.15277']",42.3499,-71.15277
339,LB-99276,"HILL COUNTRY BOSTON, LLC",HILL COUNTRY BARBECUE MARKET,MIDNIGHT CLOSING ON PATIO.,On two (2) floors. First Floor: In three (3) rooms – Private Dining Area (+/- 1 350 SF) with dining seating for eighty three (83) and bar seating for six (6); Main Dining Area (+/- 1 907 SF) with seating for one hundred and four (104); Main Bar Area (+/- 877 SF) with seating for thirty three (33). Y,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,1:00 AM,1:30 AM,0,"HILL COUNTRY BOSTON, LLC",(781)584-4164,374.0,382.0, Congress St,Boston,MA,2210,"['42.34993', '-71.04741']",42.34993,-71.04741
340,LB-99277,BOSTON BALLROOM CORPORATION,ROYALE,5/19/08: BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE.,Entrance from main Tremont St Lobby; exit and emergency exits through Hotel; in the entire third floor ballroom  kitchen  and storage room and balcony with a 2:00 A.M. Restriction.  CAPACITY BREAKDOWN: 3RD FL - 129 SEATED  907 STANDING; MEZZANINE - 184.,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,1220,BOSTON BALLROOM CORPORATION,,279.0,,  Tremont ST,Boston,MA,2116,"['42.34995', '-71.065539']",42.34995,-71.065539
341,LB-99272,"FACILITY CONCESSION SERVICES, INC.",CHARLES PLAYHOUSE,NONE,In whole of said building.,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,Active,CV7AL,CV7 All Alc.,,2:00 AM,2:30 AM,871,"FACILITY CONCESSION SERVICES, INC.",,74.0,78.0,  Warrenton ST,Boston,MA,2116,"['42.34996', '-71.06617']",42.34996,-71.06617
